budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,Component1,Component2,Component3,Component4,Component5,cluster,Segment
90000000.0,Cinergi Pictures Entertainment,USA,John McTiernan,Action,100012499.0,Die Hard with a Vengeance,R,1995-05-19,128,7.6,Bruce Willis,317792,Jonathan Hensleigh,1995,2.057769496618784,-0.4413309699375737,4,
10000000.0,Universal Pictures,USA,Tamra Davis,Comedy,25588750.0,Billy Madison,PG-13,1995-02-10,89,6.4,Adam Sandler,112423,Tim Herlihy,1995,-0.3746138198874242,0.18240750944766299,0,first
175000000.0,Universal Pictures,USA,Kevin Reynolds,Action,88246220.0,Waterworld,PG-13,1995-07-28,135,6.1,Kevin Costner,153742,Peter Rader,1995,3.5383622323868904,-2.207867642304127,4,
50000000.0,Paramount Pictures,USA,Frank Marshall,Action,81022101.0,Congo,PG-13,1995-06-09,109,5.1,Laura Linney,36705,Michael Crichton,1995,1.0629868633023707,0.09194729469173571,3,fourth
16000000.0,Columbia Pictures Corporation,USA,Ang Lee,Drama,43182776.0,Sense and Sensibility,PG,1996-01-26,136,7.7,Emma Thompson,84237,Jane Austen,1995,-0.04622437394667903,0.2815878206965498,0,first
30250000.0,Metro-Goldwyn-Mayer (MGM),USA,Barry Sonnenfeld,Comedy,72077000.0,Get Shorty,R,1995-10-20,105,6.9,Gene Hackman,66364,Elmore Leonard,1995,0.5770549736420202,0.3604954733920855,3,fourth
62000000.0,Universal Pictures,USA,Rob Reiner,Comedy,65000000.0,The American President,PG-13,1995-11-17,114,6.8,Michael Douglas,45293,Aaron Sorkin,1995,1.0975115683407277,-0.3319462696536242,3,fourth
25000000.0,Trilogy Entertainment Group,USA,Rachel Talalay,Action,4064333.0,Tank Girl,R,1995-03-31,104,5.3,Lori Petty,26302,Alan Martin,1995,-0.3496454318198846,-0.36564693921444336,0,first
9500000.0,Caravan Pictures,USA,Victor Salva,Drama,30862146.0,Powder,PG-13,1995-10-27,111,6.6,Mary Steenburgen,25582,Victor Salva,1995,-0.3200872050670224,0.2560348854923864,0,first
35000000.0,Metro-Goldwyn-Mayer (MGM),USA,Roger Donaldson,Action,60074103.0,Species,R,1995-07-07,108,5.8,Natasha Henstridge,64667,Dennis Feldman,1995,0.5219364776065658,0.12391974572557655,3,fourth
18000000.0,Club d'Investissement M�dia,France,Marc Caro,Fantasy,1513028.0,The City of Lost Children,R,1995-12-15,112,7.7,Ron Perlman,58437,Gilles Adrien,1995,-0.5143516484008354,-0.2629424986548928,0,first
3600000.0,Lumiere Pictures,France,Mike Figgis,Drama,31968347.0,Adi�s a Las Vegas,R,1996-02-09,111,7.6,Nicolas Cage,99239,John O'Brien,1995,-0.41934025619679316,0.38217081680960974,0,first
0.0,New Line Cinema,USA,Scott Kalvert,Biography,2424439.0,The Basketball Diaries,R,1995-04-21,102,7.3,Leonardo DiCaprio,86655,Jim Carroll,1995,-0.8470908021808806,0.09194575164063729,0,first
7000000.0,Columbia Pictures Corporation,USA,Robert Rodriguez,Action,25625110.0,Desperado,R,1995-08-25,104,7.2,Antonio Banderas,147918,Robert Rodriguez,1995,-0.4314742934717993,0.24015160320921716,0,first
0.0,Caravan Pictures,USA,Steven Brill,Comedy,17689177.0,Heavy Weights,PG,1995-02-17,100,6.7,Tom McGowan,21136,Judd Apatow,1995,-0.6616090846870181,0.2774274691344999,0,first
0.0,Monarchy Enterprises B.V.,USA,Allan Moyle,Comedy,303841.0,Empire Records,PG-13,1995-10-20,90,6.7,Anthony LaPaglia,40911,Carol Heikkinen,1995,-0.8728581726496073,0.06617838117191058,0,first
30000000.0,Universal Pictures,Australia,Chris Noonan,Comedy,66600000.0,"Babe, el puerquito valiente",G,1995-08-04,91,6.8,James Cromwell,100541,Dick King-Smith,1995,0.5057287972191858,0.29871967758141194,3,fourth
42000000.0,Lightstorm Entertainment,USA,Kathryn Bigelow,Action,7919000.0,Strange Days,R,1995-10-13,145,7.2,Ralph Fiennes,57697,James Cameron,1995,0.021905538937293474,-0.6435218500841974,3,fourth
30000000.0,Morgan Creek Productions,USA,Steve Oedekerk,Adventure,108385533.0,Ace Ventura: When Nature Calls,PG-13,1995-11-10,90,6.3,Jim Carrey,172305,Jack Bernstein,1995,1.0134644967927042,0.8064553771549304,1,second
4000000.0,Miramax,USA,Allison Anders,Comedy,4301331.0,Four Rooms,R,1995-12-25,98,6.7,Tim Roth,83723,Allison Anders,1995,-0.7478816566017162,0.03834880742522933,0,first
0.0,Canal+,France,Mathieu Kassovitz,Crime,309811.0,La Haine,NOT RATED,1996-02-23,98,8.1,Vincent Cassel,115435,Mathieu Kassovitz,1995,-0.8727856312241704,0.06625092259734736,0,first
17000000.0,Hollywood Pictures,USA,Jon Turteltaub,Comedy,81057016.0,While You Were Sleeping,PG,1995-04-21,103,6.7,Sandra Bullock,76882,Daniel G. Sullivan,1995,0.4330859948041358,0.7226966669987216,3,fourth
32000000.0,TriStar Pictures,Japan,Sam Raimi,Action,18636537.0,R�pida y mortal,R,1995-02-10,107,6.4,Sharon Stone,73223,Simon Moore,1995,-0.03887336122032841,-0.32228552575538855,3,fourth
0.0,Universal Pictures,USA,Nick Castle,Adventure,29412050.0,Major Payne,PG-13,1995-03-24,100,6.2,Damon Wayans,24344,Joe Connelly,1995,-0.5191645423697879,0.4198720114517299,0,first
70000000.0,Hollywood Pictures,USA,Danny Cannon,Action,34693481.0,Judge Dredd,R,1995-06-30,96,5.5,Sylvester Stallone,95091,John Wagner,1995,0.8820633719903052,-0.8530066455931914,3,fourth
0.0,Walt Disney Pictures,USA,Kevin Lima,Animation,35348597.0,A Goofy Movie,G,1995-04-07,78,6.8,Bill Farmer,36877,Jymn Magon,1995,-0.4470296040863377,0.4920069497351802,0,first
22000000.0,Universal Pictures,USA,John Carpenter,Horror,9417567.0,Village of the Damned,R,1995-04-28,99,5.6,Christopher Reeve,23569,John Wyndham,1995,-0.3419006091182399,-0.2432975491668694,0,first
0.0,Broadway Pictures,USA,Peter Segal,Adventure,32700000.0,Tommy Boy,PG-13,1995-03-31,97,7.1,Chris Farley,66163,Bonnie Turner,1995,-0.4792126864627986,0.4598238673587194,0,first
17000000.0,Warner Bros.,USA,Alfonso Cuar�n,Drama,10019307.0,A Little Princess,G,1995-05-19,97,7.7,Liesel Matthews,26945,Frances Hodgson Burnett,1995,-0.4300926769915555,-0.1404820047969698,0,first
12000000.0,Paramount Pictures,USA,Betty Thomas,Comedy,46576136.0,The Brady Bunch Movie,PG-13,1995-02-17,90,5.9,Shelley Long,18224,Sherwood Schwartz,1995,-0.0813947268138122,0.3992235576239888,0,first
11000000.0,Havoc,UK,Tim Robbins,Crime,39387284.0,Dead Man Walking,R,1996-02-02,122,7.6,Susan Sarandon,77349,Helen Prejean,1995,-0.1878471750287123,0.33097263185773185,0,first
25000000.0,Lancaster Gate,USA,Howard Deutch,Comedy,69870000.0,Grumpier Old Men,PG-13,1995-12-22,101,6.6,Walter Matthau,20718,Mark Steven Johnson,1995,0.4499587366885558,0.43395722929399727,3,fourth
0.0,Universal Pictures,USA,Beeban Kidron,Comedy,36474193.0,"To Wong Foo Thanks for Everything, Julie Newmar",PG-13,1995-09-08,109,6.4,Wesley Snipes,22962,Douglas Carter Beane,1995,-0.433352495492386,0.5056840583291319,0,first
0.0,New Line Cinema,USA,Lesli Linka Glatter,Comedy,27400000.0,Now and Then,PG-13,1995-10-20,100,6.8,Christina Ricci,22719,I. Marlene King,1995,-0.5436129469007747,0.39542360692074324,0,first
0.0,Dualstar Productions,USA,Andy Tennant,Comedy,19474589.0,It Takes Two,PG,1995-11-17,101,5.8,Kirstie Alley,16200,Deborah Dean Davis,1995,-0.6399145568022845,0.29912199701923353,0,first
20000000.0,Regency Enterprises,USA,Jon Amiel,Drama,32051917.0,Copycat,R,1995-10-27,123,6.6,Sigourney Weaver,45066,Ann Biderman,1995,-0.10507231367173085,0.06993379117692577,0,first
0.0,Castle Rock Entertainment,USA,Taylor Hackford,Crime,24361867.0,Dolores Claiborne,R,1995-03-24,132,7.4,Kathy Bates,30927,Stephen King,1995,-0.5805292783055312,0.3585072755159866,0,first
15000000.0,Twentieth Century Fox Film Corporation,USA,Bryan Spicer,Action,37804616.0,Mighty Morphin Power Rangers: The Movie,PG,1995-06-30,95,5.1,Karan Ashley,21647,John Kamps,1995,-0.13067511718554883,0.23533859990632303,0,first
50000000.0,Warner Bros.,USA,Wolfgang Petersen,Action,67823573.0,Outbreak,R,1995-03-10,127,6.6,Dustin Hoffman,95549,Laurence Dworet,1995,0.9026116480952159,-0.06842792051541914,3,fourth
9000000.0,Pandora Filmproduktion,USA,Jim Jarmusch,Drama,1037847.0,Dead Man,R,1996-05-10,121,7.7,Johnny Depp,77407,Jim Jarmusch,1995,-0.6920324202037252,-0.09680956841999498,0,first
53000000.0,Hollywood Pictures,USA,Tony Scott,Action,91400000.0,Crimson Tide,R,1995-05-12,116,7.3,Gene Hackman,86579,Michael Schiffer,1995,1.2463909202581678,0.1607467843016038,1,second
24000000.0,Warner Bros.,USA,Clint Eastwood,Drama,71516617.0,The Bridges of Madison County,PG-13,1995-06-02,135,7.6,Clint Eastwood,58975,Richard LaGravenese,1995,0.4508660063400078,0.47306602139409226,3,fourth
23000000.0,Hollywood Pictures,USA,John N. Smith,Biography,84919401.0,Dangerous Minds,R,1995-08-11,99,6.4,Michelle Pfeiffer,40880,LouAnne Johnson,1995,0.5946223734541656,0.6550239109568932,3,fourth
20000000.0,Columbia Pictures Corporation,USA,Gus Van Sant,Comedy,21284514.0,To Die For,R,1995-10-06,106,6.8,Nicole Kidman,36974,Joyce Maynard,1995,-0.23590694715109803,-0.0609008423024414,0,first
0.0,Trimark Pictures,USA,Noah Baumbach,Comedy,704543.0,Kicking and Screaming,R,1995-10-06,96,7.0,Josh Hamilton,7594,Noah Baumbach,1995,-0.8679892456386604,0.07104730818285736,0,first
6000000.0,Gramercy Pictures (I),USA,Kevin Smith,Comedy,2122561.0,Mallrats,R,1995-10-20,94,7.2,Shannen Doherty,103484,Kevin Smith,1995,-0.7361543521595729,-0.026326933029913624,0,first
5000000.0,Halloween VI Productions,USA,Joe Chappelle,Horror,15116634.0,Halloween: The Curse of Michael Myers,R,1995-09-29,87,5.0,Donald Pleasence,22890,Debra Hill,1995,-0.5973642293555786,0.1506647122227239,0,first
60000000.0,Warner Bros.,USA,Geoff Murphy,Action,50024083.0,Under Siege 2: Dark Territory,R,1995-07-14,100,5.4,Steven Seagal,38220,Richard Hatem,1995,0.8773377902133082,-0.47571700288375757,3,fourth
25000000.0,TriStar Pictures,Canada,Robert Longo,Action,19076000.0,Johnny Mnemonic,R,1995-05-26,100,5.6,Keanu Reeves,58885,William Gibson,1995,-0.16723877815796512,-0.1832402855525238,0,first
0.0,Columbia Pictures Corporation,USA,John Singleton,Crime,38290723.0,Higher Learning,R,1995-01-11,127,6.5,Omar Epps,15576,John Singleton,1995,-0.4112798530219337,0.5277567007995843,0,first
20000000.0,Twentieth Century Fox Film Corporation,USA,Alfonso Arau,Drama,50012507.0,A Walk in the Clouds,PG-13,1995-08-11,102,6.7,Keanu Reeves,26520,Robert Mark Kamen,1995,0.11316668135085606,0.2881727861995127,3,fourth
15000000.0,Sweetland Films,USA,Woody Allen,Comedy,6700000.0,Mighty Aphrodite,R,1995-11-10,95,7.1,Woody Allen,33697,Woody Allen,1995,-0.5086270740201226,-0.14261335692825083,0,first
50000000.0,Warner Bros.,France,Richard Donner,Action,30306268.0,Assassins,R,1995-10-06,132,6.3,Sylvester Stallone,67317,Lilly Wachowski,1995,0.4467391550893696,-0.5243004135212656,3,fourth
58000000.0,Constellation Entertainment,Germany,Sydney Pollack,Comedy,53672080.0,Sabrina,PG,1995-12-15,127,6.3,Harrison Ford,31451,Samuel A. Taylor,1995,0.8834630520810718,-0.39318869611870766,3,fourth
28000000.0,United Artists,USA,Michael Caton-Jones,Adventure,31600000.0,Rob Roy,R,1995-04-14,139,6.9,Liam Neeson,36234,Alan Sharp,1995,0.04224253602919073,-0.08836353871129712,3,fourth
55000000.0,Columbia Pictures Corporation,USA,Jerry Zucker,Action,37600435.0,First Knight,PG-13,1995-07-07,134,5.9,Sean Connery,59052,Lorne Cameron,1995,0.6308743299804284,-0.5311728508734218,3,fourth
30000000.0,Gaumont,France,Mel Brooks,Comedy,10693649.0,Dr�cula: Muerto pero feliz,PG-13,1995-12-22,88,5.8,Leslie Nielsen,32629,Mel Brooks,1995,-0.1735888564670235,-0.3805979761047975,3,fourth
98000000.0,Beckner/Gorman Productions,USA,Renny Harlin,Action,10017322.0,Cutthroat Island,PG-13,1995-12-22,124,5.6,Geena Davis,22527,Michael Frost Beckner,1995,1.117044862458306,-1.6876677836871958,3,fourth
13000000.0,Tales From The Crypt Holdings,USA,Ernest R. Dickerson,Action,21088568.0,Tales from the Crypt: Demon Knight,R,1995-01-13,92,6.7,Billy Zane,17728,Ethan Reiff,1995,-0.37199321410470343,0.07042354788445453,0,first
22000000.0,Columbia Pictures Corporation,USA,Irwin Winkler,Action,50727965.0,The Net,PG-13,1995-07-28,114,5.9,Sandra Bullock,51864,John Brancato,1995,0.1600617286169394,0.25866478856830993,3,fourth
10000000.0,Caravan Pictures,USA,Albert Hughes,Action,24200000.0,Dead Presidents,R,1995-10-06,119,6.8,Larenz Tate,16395,Allen Hughes,1995,-0.3914885107710543,0.16553281856403293,0,first
0.0,Polygram Filmed Entertainment,UK,Lawrence Kasdan,Comedy,38896854.0,French Kiss,PG-13,1995-05-05,111,6.6,Meg Ryan,40933,Adam Brooks,1995,-0.4039147597654185,0.5351217940560995,0,first
45000000.0,Columbia Pictures Corporation,USA,Frank Oz,Drama,35617599.0,The Indian in the Cupboard,PG,1995-07-14,96,5.9,Hal Scardino,22044,Lynne Reid Banks,1995,0.41577329230215737,-0.3642586640652624,3,fourth
23000000.0,Hollywood Pictures,USA,Stephen Herek,Drama,82569971.0,Mr. Holland's Opus,PG,1996-01-19,143,7.3,Richard Dreyfuss,31602,Patrick Sheane Duncan,1995,0.5660744670615628,0.6264760045642904,3,fourth
50000000.0,Allied Stars Ltd.,USA,Roland Joff�,Drama,10400000.0,The Scarlet Letter,R,1995-10-13,135,5.2,Demi Moore,12706,Nathaniel Hawthorne,1995,0.20485824121235985,-0.7661813273982753,3,fourth
20000000.0,Eddie Murphy Productions,USA,Wes Craven,Comedy,19751736.0,Vampire in Brooklyn,R,1995-10-27,100,4.5,Eddie Murphy,18359,Eddie Murphy,1995,-0.25453172118762635,-0.07952561633896973,0,first
0.0,Amblimation,USA,Simon Wells,Animation,11268750.0,Balto,G,1995-12-22,100,7.1,Kevin Bacon,32984,Cliff Ruby,1995,-0.7396236452385301,0.19941290858298782,0,first
15000000.0,Tapestry Films,USA,Michael Gottlieb,Adventure,13406717.0,A Kid in King Arthur's Court,PG,1995-08-11,89,4.8,Thomas Ian Nicholas,4897,Michael Part,1995,-0.42713380581563165,-0.061120088723759805,0,first
8000000.0,First Look International,USA,Gregory Widen,Action,16115878.0,The Prophecy,R,1995-09-01,98,6.6,Christopher Walken,25657,Gregory Widen,1995,-0.5279201392975036,0.10550423493486974,0,first
30000000.0,Sandollar Productions,USA,Charles Shyer,Comedy,76594000.0,Father of the Bride Part II,PG,1995-12-08,106,5.9,Steve Martin,28658,Albert Hackett,1995,0.6271658166186451,0.42015669698087127,3,fourth
0.0,Alliance Communications Corporation,Canada,Patricia Rozema,Drama,1194152.0,When Night Is Falling,R,1995-11-17,94,6.7,Pascale Bussi�res,5706,Patricia Rozema,1995,-0.862040010334363,0.07699654348715496,0,first
800000.0,Suburban Pictures,USA,Todd Solondz,Comedy,4771000.0,Welcome to the Dollhouse,R,1996-05-24,88,7.4,Heather Matarazzo,28073,Todd Solondz,1995,-0.8032971480064048,0.10517818785619855,0,first
30000000.0,United Artists,USA,Walter Hill,Action,2167808.0,Wild Bill,R,1995-12-01,98,5.9,Jeff Bridges,5307,Peter Dexter,1995,-0.2771862868166038,-0.48419540645437786,0,first
20000000.0,Triumph Films,Canada,Christian Duguay,Sci-Fi,5781885.0,Asesinos cibern�ticos,R,1996-01-26,108,6.4,Peter Weller,21565,Philip K. Dick,1995,-0.4242792764102154,-0.24927317156155887,0,first
6500000.0,Beacon Communications,USA,Melanie Mayron,Comedy,9685976.0,The Baby-Sitters Club,PG,1995-08-18,94,5.7,Schuyler Fisk,4594,Ann M. Martin,1995,-0.6347009723397714,0.05602568556556632,0,first
8000000.0,FIT Productions,UK,Agnieszka Holland,Biography,339889.0,Total Eclipse,R,1995-11-03,111,6.6,Leonardo DiCaprio,11309,Christopher Hampton,1995,-0.7196140638761164,-0.0861896896437431,0,first
30000000.0,Paramount Pictures,USA,Brett Leonard,Action,24048000.0,Virtuosity,R,1995-08-04,106,5.6,Denzel Washington,24720,Eric Bernt,1995,-0.011320237150014482,-0.21832935678778848,3,fourth
50000000.0,Cinergi Pictures Entertainment,USA,Oliver Stone,Biography,13560960.0,Nixon,R,1996-01-05,192,7.1,Anthony Hopkins,25426,Stephen J. Rivele,1995,0.24326704257727028,-0.727772526033365,3,fourth
50000000.0,Paramount Pictures,USA,William Friedkin,Crime,9795017.0,Jade,R,1995-10-13,95,5.2,David Caruso,9815,Joe Eszterhas,1995,0.19750709729527535,-0.7735324713153597,3,fourth
12000000.0,Caravan Pictures,USA,Holly Goldberg Sloan,Comedy,17725500.0,The Big Green,PG,1995-09-29,100,5.5,Steve Guttenberg,7500,Holly Goldberg Sloan,1995,-0.4319585894932936,0.04865969494450743,0,first
12000000.0,Seraphim Films,USA,Clive Barker,Horror,13293081.0,Lord of Illusions,R,1995-08-25,109,6.0,Scott Bakula,11887,Clive Barker,1995,-0.4858168796763566,-0.005198595238555612,0,first
7500000.0,Golden Harvest Company,Hong Kong,Stanley Tong,Action,32392047.0,Rumble in the Bronx,R,1996-02-23,104,6.7,Jackie Chan,32513,Edward Tang,1995,-0.33969891188466167,0.3128262235720332,0,first
1000000.0,American Playhouse Theatrical Films,UK,Todd Haynes,Drama,512245.0,Safe,R,1995-06-30,119,7.2,Julianne Moore,9448,Todd Haynes,1995,-0.8512250959769242,0.04960993539595068,0,first
0.0,Warner Bros.,USA,Arne Glimcher,Action,36853222.0,Just Cause,R,1995-02-17,102,6.4,Sean Connery,20952,John Katzenbach,1995,-0.42874691694266037,0.5102896368788575,0,first
10000000.0,Universal Pictures,USA,Jocelyn Moorhouse,Comedy,23574130.0,How to Make an American Quilt,PG-13,1995-10-06,117,6.2,Winona Ryder,9152,Whitney Otto,1995,-0.3990934524692271,0.15792787686586005,0,first
0.0,Columbia Pictures Corporation,USA,Stacy Title,Comedy,442965.0,The Last Supper,R,1996-04-05,92,6.8,Cameron Diaz,12713,Dan Rosen,1995,-0.871167677964103,0.06786887585741495,0,first
11000000.0,Castle Rock Entertainment,USA,Oliver Parker,Drama,2112951.0,Othello,R,1996-01-19,123,6.9,Laurence Fishburne,7965,Oliver Parker,1995,-0.6407673170762311,-0.12194751018978706,0,first
0.0,Hawn / Sylbert Movie Company,USA,Lasse Hallstr�m,Comedy,50892160.0,Something to Talk About,R,1995-08-04,106,5.7,Julia Roberts,11105,Callie Khouri,1995,-0.25815988609877355,0.6808766677227445,0,first
16000000.0,Twentieth Century Fox Film Corporation,USA,Forest Whitaker,Comedy,67052156.0,Waiting to Exhale,R,1995-12-22,124,5.7,Whitney Houston,7977,Terry McMillan,1995,0.24381228425955104,0.5716244789027799,3,fourth
0.0,Distant Horizon,South Africa,Tobe Hooper,Horror,1781383.0,El triturador,R,1995-03-03,106,4.0,Robert Englund,7031,Tobe Hooper,1995,-0.8549045708367681,0.08413198298474989,0,first
0.0,Warner Bros.,USA,Marc Rocco,Drama,17382000.0,Murder in the First,R,1995-01-20,122,7.3,Christian Slater,23058,Dan Gordon,1995,-0.6653415901210852,0.27369496370043267,0,first
0.0,Alcor Films,France,Dwight H. Little,Adventure,30077111.0,Free Willy 2: The Adventure Home,PG,1995-07-19,95,4.9,Jason James Richter,13906,Keith Walker,1995,-0.5110833911231576,0.4279531626983603,0,first
35000000.0,Universal Pictures,USA,Peter Hyams,Action,20350171.0,Sudden Death,R,1995-12-22,111,5.7,Jean-Claude Van Damme,27472,Karen Elise Baldwin,1995,0.03925127639515901,-0.35876545548583033,3,fourth
0.0,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,69700000.0,Nine Months,PG-13,1995-07-12,103,5.4,Hugh Grant,31410,Patrick Braoud�,1995,-0.029625962650512032,0.909410591171006,0,first
25000000.0,Universal Pictures,USA,Spike Lee,Crime,13040603.0,Clockers,R,1995-09-13,128,6.9,Harvey Keitel,17650,Richard Price,1995,-0.24057484205354623,-0.256576349448105,0,first
0.0,Canal+ Espa�a,Spain,�lex de la Iglesia,Action,15324.0,The Day of the Beast,R,1998-12-23,103,7.5,�lex Angulo,13867,Jorge Guerricaechevarr�a,1995,-0.8763639405629626,0.06267261325855525,0,first
0.0,Price Entertainment,Ireland,Pat O'Connor,Drama,23397365.0,C�rculo de amigos,PG-13,1995-04-07,103,6.6,Chris O'Donnell,7310,Andrew Davies,1995,-0.5922489349079745,0.3467876189135434,0,first
0.0,Walt Disney Pictures,USA,Simon Wincer,Action,24700000.0,Operation Dumbo Drop,PG,1995-07-28,107,5.0,Danny Glover,7352,James Morris,1995,-0.5764206267465362,0.3626159270749817,0,first
0.0,All Girl Productions,USA,James Orr,Comedy,40070995.0,Man of the House,PG,1995-03-03,96,5.0,Chevy Chase,7041,David E. Peckinpah,1995,-0.38964778123883254,0.5493887725826854,0,first
7000000.0,Miramax,USA,Gary Fleder,Crime,529766.0,Things to Do in Denver When You're Dead,R,1995-12-01,115,6.8,Andy Garcia,23358,Scott Rosenberg,1995,-0.736407631090781,-0.06478173440976462,0,first
11000000.0,Dog Eat Dog Films,USA,Michael Moore,Comedy,178104.0,Canadian Bacon,PG,1995-09-22,91,5.9,John Candy,14286,Michael Moore,1995,-0.6642776285305022,-0.1454578216440582,0,first
5500000.0,American Playhouse,USA,Gregory Nava,Drama,11079373.0,My Family,R,1995-05-03,128,7.3,Jimmy Smits,3222,Gregory Nava,1995,-0.6368705770181506,0.09205760333583032,0,first
0.0,Walt Disney Pictures,USA,Peter Hewitt,Adventure,23735802.0,Tom and Huck,PG,1995-12-22,97,5.6,Jonathan Taylor Thomas,8150,Mark Twain,1995,-0.5881365894472486,0.35089996437426935,0,first
0.0,Union G�n�rale Cin�matographique (UGC),USA,Gregg Araki,Action,259319.0,The Doom Generation,R,1995-10-27,83,6.0,James Duval,12096,Gregg Araki,1995,-0.8733991591392715,0.06563739468224655,0,first
500000.0,JDI Productions,USA,Tom DiCillo,Comedy,1148752.0,Living in Oblivion,R,1995-07-21,90,7.6,Steve Buscemi,13615,Tom DiCillo,1995,-0.8530412847833123,0.06689450781388397,0,first
7000000.0,Miramax,Germany,Wayne Wang,Comedy,8349430.0,Smoke,R,1995-06-09,112,7.4,Harvey Keitel,29466,Paul Auster,1995,-0.6413909521969193,0.03023494448409705,0,first
27000000.0,TriStar Pictures,USA,Carl Franklin,Crime,16030096.0,Devil in a Blue Dress,R,1995-09-29,102,6.7,Denzel Washington,14406,Walter Mosley,1995,-0.16604801247707177,-0.2584525647689166,0,first
9000000.0,Miramax,USA,Sean Penn,Drama,832910.0,The Crossing Guard,R,1995-11-16,111,6.3,Jack Nicholson,11262,Sean Penn,1995,-0.6945226081609662,-0.09929975637723597,0,first
0.0,Universal Pictures,Canada,Kevin James Dobson,Adventure,6029091.0,Gold Diggers: The Secret of Bear Mountain,PG,1995-11-03,94,6.0,Christina Ricci,3561,Barry Glasser,1995,-0.8032907026359236,0.13574585118559424,0,first
68000000.0,Columbia Pictures,USA,Joseph Ruben,Action,35324232.0,Money Train,R,1995-11-22,110,5.6,Wesley Snipes,34091,Doug Richardson,1995,0.8515261002344005,-0.8071408724518099,3,fourth
0.0,Alliance Communications Corporation,USA,Zalman King,Drama,62949.0,Delta of Venus,R,1995-10-13,99,4.5,Audie England,1596,Ana�s Nin,1995,-0.875785249543461,0.06325130427805686,0,first
33000000.0,Paramount Pictures,USA,John Badham,Action,8169363.0,Nick of Time,R,1995-11-22,90,6.3,Johnny Depp,34436,Patrick Sheane Duncan,1995,-0.14695915313744323,-0.4685728401211464,3,fourth
20000000.0,Paramount Pictures,USA,Jodie Foster,Comedy,17518220.0,Home for the Holidays,PG-13,1995-11-03,103,6.6,Holly Hunter,9567,Chris Radant,1995,-0.2816711574314729,-0.10666505258281633,0,first
40000000.0,Twentieth Century Fox Film Corporation,USA,Barbet Schroeder,Action,14942422.0,Kiss of Death,R,1995-04-21,101,5.9,David Caruso,14977,Eleazar Lipsky,1995,0.06904556478408658,-0.5199787793401182,3,fourth
0.0,Mayfair Entertainment International,UK,Richard Loncraine,Drama,2600000.0,Richard III,R,1995-12-29,110,7.5,Ian McKellen,12218,William Shakespeare,1995,-0.8449575617803615,0.09407899204115641,0,first
6000000.0,40 Acres & A Mule Filmworks,USA,Rusty Cundieff,Crime,11797927.0,Tales from the Hood,R,1995-05-24,98,6.2,Clarence Williams III,5082,Rusty Cundieff,1995,-0.6185890521156598,0.0912383670139996,0,first
17000000.0,Paramount Pictures,USA,Stephen Gyllenhaal,Drama,7603766.0,Losing Isaiah,R,1995-03-17,111,6.4,Jessica Lange,4713,Seth Margolis,1995,-0.45944389765167043,-0.16983322545708476,0,first
21000000.0,Alcor Films,USA,Herbert Ross,Comedy,23450000.0,Boys on the Side,R,1995-02-03,115,6.4,Whoopi Goldberg,10182,Don Roos,1995,-0.19049338170511776,-0.0536887993051042,0,first
32000000.0,Caravan Pictures,USA,Jeremiah S. Chechik,Adventure,8247627.0,Tall Tale,PG,1995-03-24,98,5.9,Patrick Swayze,2814,Steve Bloom,1995,-0.165108929081969,-0.44852109361702913,3,fourth
15000000.0,Savoy Pictures,USA,Preston A. Whitmore II,Drama,6014340.0,The Walking Dead,R,1995-02-24,88,4.8,Allen Payne,652,Preston A. Whitmore II,1995,-0.516958523561991,-0.15094480647011926,0,first
0.0,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Adventure,7919823.0,Bushwhacked,PG-13,1995-08-04,90,5.5,Daniel Stern,4842,John Jordan,1995,-0.7803164322173546,0.15872012160416324,0,first
25000.0,Brothers McMullen Productions,USA,Edward Burns,Comedy,10246600.0,The Brothers McMullen,R,1995-08-09,98,6.6,Jack Mulcahy,6598,Edward Burns,1995,-0.7515662632280499,0.18651525253225204,0,first
0.0,Twentieth Century Fox Film Corporation,USA,Sam Weisman,Comedy,12100000.0,Bye Bye Love,PG-13,1995-03-17,106,6.1,Matthew Modine,4239,Gary David Goldberg,1995,-0.729523132693423,0.20951342112809493,0,first
50000000.0,Warner Bros.,USA,Andrew Sipes,Action,11534477.0,Fair Game,R,1995-11-03,91,4.1,William Baldwin,10655,Paula Gosling,1995,0.21864326277101911,-0.7523963058396161,3,fourth
0.0,Carolco Pictures,USA,Tab Murphy,Adventure,7400000.0,Last of the Dogmen,PG,1995-09-08,118,6.9,Tom Berenger,4209,Tab Murphy,1995,-0.7866327976101188,0.15240375621139907,0,first
0.0,Playhouse International Pictures,UK,Philip Haas,Drama,5304000.0,Angels and Insects,R,1996-01-26,116,7.0,Mark Rylance,4083,A.S. Byatt,1995,-0.8121012779644581,0.12693527585705983,0,first
0.0,Universal Pictures,USA,Peter Horton,Drama,2568429.0,The Cure,PG-13,1995-04-21,97,7.7,Joseph Mazzello,8061,Robert Kuhn,1995,-0.8453411807656986,0.09369537305581924,0,first
0.0,Atlas Entertainment,UK,Patrick Read Johnson,Comedy,4821759.0,Angus,PG-13,1995-09-15,90,6.7,Charlie Talbert,5736,Chris Crutcher,1995,-0.8179609847557544,0.12107556906576357,0,first
