budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Component1,Component2,Component3,Component4,Component5,cluster,Segment
8500000.0,Capital Equipment Leasing,UK,Trevor Nunn,Biography,277646.0,Lady Jane,PG-13,1986-02-07,136,7.2,Helena Bonham Carter,5364,Chris Bryant,1986,0.02239730464689347,1.7420883961454663,1.0190677014488945,-0.13468204831557606,0.14993303414363626,0,first
0.0,Columbia Pictures Corporation,USA,Thomas Michael Donnelly,Crime,7634909.0,Quicksilver,PG,1986-02-14,105,5.6,Kevin Bacon,3720,Thomas Michael Donnelly,1986,-1.0865649129250687,-0.15886309851486563,0.34686736230428694,0.3889876279422993,0.18063617384676045,3,fourth
0.0,Sunbow Productions,USA,Mike Joens,Animation,5958456.0,My Little Pony: The Movie,G,1986-06-06,86,6.0,Danny DeVito,2125,George Arthur Bloom,1986,-1.3543513596246377,-0.3960519794445964,-0.6242075681826301,-0.038050879237803814,0.04810241939797238,3,fourth
0.0,Virgin Vision,UK,Ken Russell,Horror,916172.0,Gothic,R,1987-04-10,87,5.7,Gabriel Byrne,5843,Lord Byron,1986,-1.4536172915558463,-0.5456983689759343,-0.44974835980848643,0.14386659945404368,-0.023094169176519817,3,fourth
18000000.0,Producers Sales Organization (PSO),USA,Hal Ashby,Action,1305114.0,8 Million Ways to Die,R,1986-04-25,115,5.7,Jeff Bridges,3607,Lawrence Block,1986,-0.6893535432450323,0.022867045989470713,0.8669107372467306,0.20838046239351435,-0.08777190071698988,3,fourth
0.0,TriStar Pictures,USA,Richard Pearce,Crime,12303904.0,No Mercy,R,1986-12-19,106,5.7,Richard Gere,5564,James Carabatsos,1986,-0.9882755105135786,-0.08944227808463451,0.3301192742455778,0.3571796597300054,0.24293161773701927,3,fourth
0.0,Orion Pictures,USA,Gene Wilder,Comedy,8033397.0,Haunted Honeymoon,PG,1986-07-25,82,5.6,Gene Wilder,5549,Gene Wilder,1986,-1.5145232540366549,-0.7928679163426812,-0.6301818912539155,0.1263268365493509,0.041454647416185396,3,fourth
0.0,Empire Pictures,USA,Ted Nicolaou,Comedy,320256.0,TerrorVision,R,1986-02-14,83,5.7,Diane Franklin,4620,Ted Nicolaou,1986,-1.5403615406580502,-0.6521948491644415,-0.613907933108193,0.0909450771932749,-0.05161152685425955,3,fourth
0.0,Golan-Globus Productions,USA,Gary Nelson,Action,3751699.0,Allan Quatermain and the Lost City of Gold,PG,1987-01-30,99,4.4,Richard Chamberlain,7491,H. Rider Haggard,1986,-1.5710777582241044,-1.1265209695187763,0.6213451554140986,0.9285949267578711,0.08244311436869253,3,fourth
0.0,HandMade Films,UK,Neil Jordan,Crime,5794184.0,Mona Lisa,R,1986-06-13,104,7.4,Bob Hoskins,10747,Neil Jordan,1986,-0.5690907526223372,1.0626921218041336,-0.5078331704644183,-0.46779651036661707,0.1295127656630583,1,second
0.0,Delphi Films,USA,Garry Marshall,Comedy,32324557.0,Nothing in Common,PG,1986-07-30,118,5.9,Tom Hanks,5345,Rick Podell,1986,-0.519289105967149,0.26233413380085907,0.708354267458186,0.3828287201814057,0.5803133445921763,1,second
8000000.0,Cannon Group,USA,J. Lee Thompson,Action,11834302.0,Firewalker,PG,1986-11-21,104,5.0,Chuck Norris,4752,Robert Gosnell,1986,-1.1335311116806976,-0.7112933393306115,0.6158602048186599,0.559800104410602,0.11796091569284056,3,fourth
0.0,Cannon Screen Entertainment,UK,Nicolas Roeg,Adventure,483460.0,Castaway,R,1987-09-11,117,6.0,Oliver Reed,2649,Lucy Irvine,1986,-0.8104247956939559,0.4870756460836293,0.6941228873586095,0.33528143119064047,0.16186917204679271,1,second
3300000.0,Amaretto Films,USA,Richard Wenk,Comedy,4941117.0,Vamp,R,1986-07-18,93,5.9,Chris Makepeace,3909,Donald P. Borchers,1986,-1.2087867318857022,-0.3029480307222885,-0.26386736417125484,0.05685485588948021,0.026835601019670714,3,fourth
0.0,British Film Institute (BFI),UK,Derek Jarman,Biography,3151.0,Caravaggio,,1986-08-29,93,6.7,Noam Almaz,4072,Derek Jarman,1986,-1.0630277330564337,0.31213133537397453,-0.6317879894076716,-0.28354536784034035,0.0060559361095012445,1,second
0.0,Les Films Plain Chant,France,Leos Carax,Crime,21483.0,Mauvais Sang,UNRATED,1986-11-26,116,7.3,Michel Piccoli,4922,Leos Carax,1986,-0.4454563862067541,1.3565530326390334,0.07138222472486203,-0.3017095700278809,0.14283449208382384,1,second
0.0,Paramount Pictures,USA,Duncan Gibbins,Drama,4636169.0,Fire with Fire,PG-13,1986-05-09,103,6.6,Craig Sheffer,1264,Bill Phillips,1986,-0.8704679042118035,0.49120583788608485,-0.16672568365335133,-0.13459429464582603,0.1358516057814138,1,second
15000000.0,Warner Bros.,USA,Harold Ramis,Comedy,12308521.0,Club Paradise,PG-13,1986-07-11,96,4.9,Robin Williams,5049,Harry Shearer,1986,-1.2183385841849055,-1.0796383567426597,0.37068328834885367,0.416488107677324,-0.020556314457545622,3,fourth
40000000.0,Universal Pictures,USA,Ivan Reitman,Comedy,49851591.0,Legal Eagles,PG,1986-06-20,116,5.9,Robert Redford,8374,Ivan Reitman,1986,0.1375839773185108,-0.33400850760342937,0.8663018252972312,-0.20573490455769067,0.2447772756521008,3,fourth
0.0,Thorn EMI Screen Entertainment,UK,Christopher Morahan,Comedy,1476356.0,Clockwise,PG,1986-10-10,96,6.6,John Cleese,9689,Michael Frayn,1986,-0.998703458688302,0.31751636508120346,-0.47998345585350527,-0.17191677555044127,0.027388693698406855,1,second
0.0,Atlantic Entertainment Group,USA,Robert M. Young,Drama,13418091.0,Extremities,R,1986-08-22,89,6.3,Farrah Fawcett,2705,William Mastrosimone,1986,-1.139260859265655,-0.15027026328874118,-0.6470051725249443,-0.15301549598659986,0.16294028156126483,1,second
13000000.0,Metro-Goldwyn-Mayer (MGM),USA,Brian De Palma,Comedy,8475466.0,Wise Guys,R,1986-04-18,100,5.6,Danny DeVito,4573,George Gallo,1986,-1.0009102597708395,-0.44418012396296114,0.2247652494962989,0.14977898597323414,-0.018425335549548123,3,fourth
0.0,Atlantic Entertainment Group,USA,Peter Medak,Drama,2444076.0,The Men's Club,R,1986-09-19,101,4.5,David Dukes,680,Leonard Michaels,1986,-1.5432995549302095,-0.9955686228283166,0.6837132290069097,0.86982050527104,0.0970036473795006,3,fourth
0.0,DD Productions,Switzerland,Claude Berri,Drama,4940939.0,Jean de Florette,PG,1987-08-28,120,8.1,Yves Montand,20914,Claude Berri,1986,-0.02611876658068918,1.9890570898217672,-0.16933725064590074,-0.56970722972216,0.18541626441804573,0,first
0.0,Balcor Film Investors,USA,Tom DeSimone,Drama,2510433.0,Reform School Girls,R,1986-08-22,94,5.2,Linda Carol,1717,Jack Cummins,1986,-1.467998242259003,-0.706706279977274,0.07549854553472182,0.44931410255038695,0.0523650708369723,3,fourth
0.0,DD Productions,Switzerland,Claude Berri,Drama,3940542.0,Manon of the Spring,PG,1987-12-04,113,8.0,Yves Montand,17849,Claude Berri,1986,-0.21044339562178677,1.7336186847004293,-0.40982665164167026,-0.6180321217654485,0.13877451549916128,1,second
17000000.0,HandMade Films,UK,Jim Goddard,Adventure,2315683.0,Shanghai Surprise,PG-13,1986-08-29,97,3.1,Sean Penn,4339,John Kohn,1986,-1.7919106053902087,-2.254719273302332,1.2455827269516688,1.2869913406971383,-0.17119860575753162,3,fourth
16000000.0,Lorimar Productions,USA,Sidney Lumet,Drama,3800000.0,Power,R,1986-01-31,111,5.7,Richard Gere,2287,David Himmelstein,1986,-0.774464218782078,-0.07942554126838863,0.6824411422729156,0.18062810945719734,-0.04792338344640805,3,fourth
0.0,,USA,Jerry Kramer,Comedy,604849.0,Modern Girls,PG-13,1986-11-07,84,5.9,Daphne Zuniga,1023,Laurie Craig,1986,-1.474958787501196,-0.48896203381981884,-0.6504159989647645,-0.013714843922157318,-0.03142746172983564,3,fourth
20000000.0,De Laurentiis Entertainment Group (DEG),USA,Bruce Beresford,Comedy,22905500.0,Crimes of the Heart,PG-13,1987-01-23,105,6.4,Diane Keaton,3079,Beth Henley,1986,-0.45520828207767977,0.08309260110261228,0.10724053633906178,-0.3019538169282664,0.11084927376315523,1,second
0.0,Cinema VII,USA,John McTiernan,Horror,2278264.0,Nomads,R,1986-03-07,91,5.5,Lesley-Anne Down,3006,John McTiernan,1986,-1.434675386500708,-0.581367794172597,-0.1870564979281478,0.27359414898471407,0.027347352750645378,3,fourth
0.0,Empire Pictures,USA,Peter Manoogian,Action,4601256.0,Eliminators,PG,1986-01-31,96,4.5,Andrew Prine,1422,Paul De Meo,1986,-1.6160613046208836,-1.1453159997939688,0.4661310327046394,0.8127137706321619,0.09307231149835317,3,fourth
0.0,TMS Pictures,Canada,George Mendeluk,Comedy,2147228.0,Meatballs III: Summer Job,R,1987-01-09,96,3.3,Sally Kellerman,2003,Janis Allen,1986,-1.9859632519214319,-1.9565413617318446,1.000157609349459,1.4058076606114631,0.059281982226757374,3,fourth
6000000.0,Golan-Globus Productions,USA,J. Lee Thompson,Action,9947631.0,Murphy's Law,R,1986-04-18,100,5.9,Charles Bronson,3561,Gail Morgan Hickman,1986,-0.9956452477729503,-0.1692740972827836,0.0418547884015424,0.0953474206305164,0.09940681059757579,3,fourth
0.0,Edward R. Pressman Film,USA,David Byrne,Musical,2545142.0,True Stories,PG,1986-10-10,90,7.0,David Byrne,3885,Stephen Tobolowsky,1986,-1.010403724184674,0.42141157996000206,-0.8957334266755536,-0.46908485300047364,0.021924843337166815,1,second
0.0,Warner Bros.,USA,Prince,Comedy,10090429.0,Under the Cherry Moon,PG-13,1986-07-02,98,4.9,Prince,2549,Becky Johnston,1986,-1.4066446200913079,-0.8468368276595009,0.3593131087071223,0.6413704401289207,0.17424927306081864,3,fourth
0.0,Delphi V Productions,Israel,Mosh� Mizrahi,Drama,278623.0,Every Time We Say Goodbye,PG-13,1986-11-14,95,5.9,Tom Hanks,1834,Mosh� Mizrahi,1986,-1.2646802302601368,-0.18488444778323276,-0.18768595714454997,0.12055648014911982,0.028461796448480674,3,fourth
0.0,Goldcrest Films International,UK,Julien Temple,Drama,930211.0,Absolute Beginners,PG-13,1986-04-18,108,5.6,Patsy Kensit,2659,Colin MacInnes,1986,-1.0947280661008674,-0.037854062269786735,0.4901387364231684,0.4247074495973148,0.11338251111017925,3,fourth
0.0,Little Bear,USA,Bertrand Tavernier,Drama,3272600.0,'Round Midnight,R,1986-10-03,133,7.4,Dexter Gordon,4028,David Rayfiel,1986,-0.0658017576700019,1.873530059439091,0.740829471380264,-0.15725442694426103,0.2911471581756056,0,first
4000000.0,"Cannon Group, The",USA,Sam Firstenberg,Action,4679650.0,Avenging Force,R,1986-09-12,104,5.9,Michael Dudikoff,1808,James Booth,1986,-1.0005802417632803,-0.007083819576180637,0.21208825215296234,0.16642991714451466,0.0864652088184797,3,fourth
0.0,Simcom Limited,Canada,Paul Lynch,Action,2995527.0,Bullies,R,1986-08-29,96,5.4,Jonathan Crombie,340,John Sheppard,1986,-1.3726732479700827,-0.5170600856287656,0.07444229738214947,0.36753440853553176,0.07481027173679648,3,fourth
0.0,Compact Yellowbill,UK,John Hough,Adventure,112132.0,Biggles: Adventures in Time,PG,1988-01-29,88,5.8,Neil Dickson,2243,W.E. Johns,1986,-1.427308151962015,-0.44497338571587974,-0.43981623623271887,0.08911827063127986,-0.017244215908265758,3,fourth
0.0,Lorimar Productions,USA,Albert Magnoli,Drama,4845724.0,American Anthem,PG-13,1986-06-27,102,4.0,Mitchell Gaylord,1284,Evan Archerd,1986,-1.6456544762039993,-1.3258324186317065,0.9404698790380537,1.1276888390385922,0.13311123258836063,3,fourth
0.0,Columbia Pictures Corporation,USA,Richard Tuggle,Action,5099316.0,Out of Bounds,R,1986-07-25,93,5.4,Anthony Michael Hall,1016,Tony Kayden,1986,-1.408014567675545,-0.6115643896328501,-0.0584076796414956,0.3337547406586601,0.08246471037810763,3,fourth
0.0,Crown International Pictures,USA,David Beaird,Comedy,4781448.0,My Chauffeur,R,1986-01-24,97,5.6,Deborah Foreman,1426,David Beaird,1986,-1.27458433010186,-0.3622706982357023,0.021478178891802868,0.2853190651484667,0.10123352297887377,3,fourth
18000000.0,Rastar Pictures,USA,Gene Saks,Comedy,11957943.0,Brighton Beach Memoirs,PG-13,1986-12-25,108,6.9,Blythe Danner,2720,Neil Simon,1986,-0.3795640595458769,0.5945324240453412,0.021632688915111668,-0.4758509141887997,0.01275265494118281,1,second
0.0,Minist�re de la Culture et de la Communication,France,�ric Rohmer,Drama,37455.0,Summer,R,1986-08-29,98,7.8,Marie Rivi�re,4612,Marie Rivi�re,1986,-0.6443561830469358,1.205918311717779,-0.908810811180077,-0.7608702513760578,0.03493656508532739,1,second
0.0,Cannon Group,USA,Paul Nicholas,Drama,3136701.0,The Naked Cage,R,1986-03-07,97,5.5,Shari Shattuck,327,Paul Nicholas,1986,-1.3231942398972651,-0.42162218160042747,0.07218439468083475,0.3301508706080404,0.08273730787647256,3,fourth
0.0,Cannon Screen Entertainment,UK,Richard Franklin,Horror,1720450.0,Link,R,1986-09-19,100,5.9,Terence Stamp,2080,Lee David Zlotoff,1986,-1.1551009765959892,-0.05583913614718047,0.01977664779202632,0.17962357304347443,0.07702324954207529,3,fourth
0.0,Edward R. Pressman Film,UK,Bob Swaim,Thriller,1131399.0,Half Moon Street,R,1986-09-26,90,5.4,Sigourney Weaver,2157,Edward Behr,1986,-1.4968197046816745,-0.6710472046787448,-0.18029235050361656,0.3074629158559574,0.008647244207466565,3,fourth
0.0,Aaron Spelling Productions,USA,Tom Moore,Drama,441863.0,"'night, Mother",PG-13,1987-01-29,96,7.6,Sissy Spacek,1840,Marsha Norman,1986,-0.7484056971571598,1.0109575953858239,-0.89767054203444,-0.7008523254308741,0.03625463883490517,1,second
0.0,Blake Edwards,USA,Blake Edwards,Action,6029824.0,A Fine Mess,PG,1986-08-08,90,4.5,Ted Danson,1164,Blake Edwards,1986,-1.7186098341992155,-1.3183774686059782,0.2106717162772928,0.739351139108485,0.07637476954377856,3,fourth
0.0,Chroma III Productions,USA,Mark Griffiths,Comedy,78068.0,Hardbodies 2,R,1986-09-12,88,2.9,James Karen,895,Mark Griffiths,1986,-2.2786503645332137,-2.439549266362776,0.8466893076189594,1.5035074191692994,-0.013115605928192732,3,fourth
0.0,Fons Rademakers Produktie,Netherlands,Fons Rademakers,Drama,203781.0,The Assault,PG,1986-02-06,155,7.3,Derek de Lint,2694,Gerard Soeteman,1986,0.2915770413283506,2.4266980959568705,1.7238783002124776,0.14736887202981566,0.3876290893516437,0,first
0.0,Griffon Productions,USA,Paul Schneider,Comedy,277405.0,Willy/Milly,PG-13,1986-11-14,86,5.7,Pamela Adlon,323,Alan Friedman,1986,-1.5009235842374764,-0.5697340533618522,-0.4748590678568677,0.1046463095244208,-0.021574355970611716,3,fourth
0.0,Heron Communications,USA,Janet Greek,Drama,239073.0,The Ladies Club,R,1986-04,85,5.3,Karen Austin,154,Casey Bishop,1986,-1.6376754730547116,-0.872122460038471,-0.33960791649994754,0.2880405679602758,-0.02754732795401443,3,fourth
0.0,Delphi V Productions,USA,Stuart Rosenberg,Action,140980.0,Let's Get Harry,R,1986-10-31,102,5.2,Michael Schoeffling,978,Mark Feldberg,1986,-1.3398970413703752,-0.4733277041587723,0.42015459792205323,0.5420397000086552,0.07163506449218962,3,fourth
25000000.0,De Laurentiis Entertainment Group (DEG),USA,Daryl Duke,Adventure,4007250.0,Tai-Pan,R,1986-11-07,127,5.5,Bryan Brown,1340,John Briley,1986,-0.4116618042844214,0.12216316938620649,1.513143406695062,0.33536914279943575,-0.0684438858823407,3,fourth
0.0,Scary Stuff,USA,Jeffrey Delman,Comedy,2750741.0,Deadtime Stories,R,1986-11-28,93,4.6,Scott Valentine,973,Jeffrey Delman,1986,-1.6628575657863711,-1.148293136263091,0.3002859904417044,0.7275739523666107,0.051781944112278544,3,fourth
17000000.0,Escalante Productions,USA,Dick Richards,Action,2793214.0,Heat,R,1987-03-13,101,5.5,Burt Reynolds,1358,William Goldman,1986,-1.0235261208422728,-0.49693407332473716,0.3605838697275524,0.14257044022742812,-0.1326144409297253,3,fourth
0.0,Kings Road Entertainment,USA,Robert Mandel,Comedy,1254040.0,Touch and Go,R,1986-08-22,101,5.8,Michael Keaton,684,Alan Ormsby,1986,-1.1750865486468594,-0.09452742606428442,0.11116462674493813,0.23376330100876216,0.08098707437774338,3,fourth
0.0,Canadian Broadcasting Corporation (CBC),Canada,Charles Jarrott,Biography,275000.0,The Boy in Blue,R,1986-01-17,100,5.4,Nicolas Cage,907,Douglas Bowie,1986,-1.318823623886953,-0.3914754285087135,0.2471980927395512,0.41993787196756593,0.06146407625851629,3,fourth
0.0,Universal Pictures,USA,Alan Alda,Comedy,14205021.0,Sweet Liberty,PG,1986-05-16,106,5.7,Alan Alda,2300,Alan Alda,1986,-0.9841874006820008,-0.10054840625379319,0.33561916451128276,0.33904412212559404,0.2774794784953756,3,fourth
0.0,Marquis,USA,William Fruet,Comedy,681337.0,Killer Party,R,1986-05-09,91,4.7,Martin Hewitt,1265,Barney Cohen,1986,-1.6895553974905095,-1.1225059532771642,0.17497905175559234,0.6581795440559816,0.011504918832746201,3,fourth
0.0,Rondo Productions,USA,Bill Sherwood,Drama,537681.0,Parting Glances,,1986-02-19,90,7.8,John Bolger,2330,Bill Sherwood,1986,-0.8017542921086604,0.9831788212366744,-1.24102679137741,-0.8673133380665448,-0.0002445322517517385,1,second
0.0,Nelvana,Canada,Dale Schott,Animation,8540346.0,Care Bears Movie II: A New Generation,G,1986-03-21,76,5.3,Maxine Miller,1760,Peter Sauder,1986,-1.7272713442430039,-1.1671252621579278,-0.7409792243690074,0.1828823195582419,0.022898518223166443,3,fourth
14000000.0,Columbia Pictures Corporation,USA,Richard Pryor,Biography,18034150.0,"Jo Jo Dancer, Your Life Is Calling",R,1986-05-02,97,6.3,Richard Pryor,1288,Rocco Urbisci,1986,-0.7671866035565671,-0.1113674445708357,-0.21425964818248217,-0.2675426837819538,0.08527576063592972,1,second
0.0,Balcor Film Investors,USA,Andrew Lane,Action,1943751.0,Jake Speed,PG,1986-05-30,100,5.3,Wayne Crawford,632,Wayne Crawford,1986,-1.33388414579054,-0.4698905419189466,0.28883278391490685,0.4661409466566201,0.08430563378043411,3,fourth
3401376.0,Cinema Group Ventures,USA,Renny Harlin,Action,3388020.0,Born American,R,1986-08-29,97,4.3,Mike Norris,1509,Renny Harlin,1986,-1.621524230668729,-1.2858736581272365,0.6233773041780417,0.875916714220235,0.03648115517432287,3,fourth
10000000.0,Paramount Pictures,USA,Michelle Manning,Action,6947787.0,Blue City,R,1986-05-02,83,4.4,Judd Nelson,792,Ross Macdonald,1986,-1.7437753761733552,-1.6948794017532947,0.030221909059521622,0.5616742702743033,-0.08924445206256647,3,fourth
0.0,Cascade Films,Australia,Nadia Tass,Comedy,544472.0,Malcolm,PG-13,1986-11-05,90,7.2,Colin Friels,1623,David Parker,1986,-0.9795048066783577,0.5704088846169892,-0.973654877035808,-0.5768606359480813,0.0020330629515660143,1,second
0.0,Miramax,USA,Bob Weinstein,Comedy,2669366.0,Playing for Keeps,PG-13,1986-10-03,102,4.1,Daniel Jordano,515,Bob Weinstein,1986,-1.6394570802975945,-1.2445382333883392,0.9028540064554345,1.0766282867917223,0.10659697329132038,3,fourth
0.0,Golan-Globus Productions,USA,Andrey Konchalovskiy,Drama,8736.0,Duet for One,R,1987-02,107,7.0,Julie Andrews,699,Tom Kempinski,1986,-0.7219653005709411,0.9028645241702181,-0.16377178474318468,-0.282336628711887,0.10052958144465662,1,second
0.0,Island Pictures,USA,Evelyn Purcell,Comedy,563358.0,Nobody's Fool,PG-13,1986-11-07,107,5.5,Rosanna Arquette,652,Beth Henley,1986,-1.154459938645364,-0.13208205715134744,0.4986403857523779,0.4520528793594026,0.10833194386466972,3,fourth
0.0,Paramount Pictures,USA,John Byrum,Comedy,444746.0,The Whoopee Boys,R,1986-08-22,88,6.2,Michael O'Keefe,639,Steve Zacharias,1986,-1.3141544327366983,-0.17183040729080937,-0.6128018331724396,-0.11531099212887415,-0.008298611926410168,1,second
0.0,Blake Edwards,USA,Blake Edwards,Comedy,4079895.0,That's Life!,PG-13,1986-10-10,102,6.1,Jack Lemmon,1032,Milton Wexler,1986,-1.0413543495866686,0.12301712967019156,0.01398168407057955,0.09792525104950689,0.1232494431652902,1,second
0.0,Hemdale,USA,Hal Needham,Comedy,14926.0,Body Slam,PG,1987-05-21,89,5.3,Dirk Benedict,795,Shel Lytton,1986,-1.5607683100405858,-0.7609249273843153,-0.17212017390420808,0.33870825238659796,-0.008164964769756254,3,fourth
0.0,"Rank Organisation, The",UK,David Drury,Thriller,750000.0,Defense of the Realm,PG,1986-11-21,96,6.6,Gabriel Byrne,1625,Martin Stellman,1986,-1.038042281977383,0.3213400900281089,-0.4554114966515626,-0.21213728629127496,0.04117549953040217,1,second
0.0,Cinequanon,Argentina,Eliseo Subiela,Drama,725000.0,Man Facing Southeast,R,1987-03-13,105,7.8,Lorenzo Quinteros,2991,Eliseo Subiela,1986,-0.5110529275693204,1.3941658480842092,-0.6100371316002378,-0.6870034688460459,0.0910544794899152,1,second
0.0,Corporation Image M & M,Canada,Denys Arcand,Comedy,1902706.0,The Decline of the American Empire,R,1986-11-14,101,7.3,Dominique Michel,6622,Denys Arcand,1986,-0.7077216156028497,0.9337482223934712,-0.5705604989724146,-0.47181257257179476,0.07198969857440762,1,second
0.0,Rastar Films,USA,Jack Fisk,Drama,4743287.0,Violets Are Blue...,PG-13,1986-04-25,88,5.7,Sissy Spacek,553,Naomi Foner,1986,-1.421103976086135,-0.5405291298966808,-0.4001279464072831,0.12565156021614607,0.04879129797910729,3,fourth
